pedido_id,restaurante_id,nome_estabelecimento,categoria,item_principal,qtd_itens,preco_item,desconto,preco_pedido,distancia_km,taxa_entrega,tempo_entrega_min,nota_cliente
P0706,R071,Quintal do Cometa Selvagem,Pizza,pizza média,3,48.98,0,148.44,6.26,5.62,33,3.7
P0707,R071,Quintal do Cometa Selvagem,Pizza,pizza brotinho,2,42.36,0,84.72,6.78,5.64,45,3.7
P0708,R071,Quintal do Cometa Selvagem,Pizza,pizza média,3,48.26,0,146.28,9.24,7.22,59,3.8
P0709,R071,Quintal do Cometa Selvagem,Pizza,fatia de calabresa,1,71.6,0,75.6,8.61,6.79,78,3.3
P0710,R071,Quintal do Cometa Selvagem,Pizza,fatia de calabresa,3,61.02,2,184.06,7.1,5.21,73,3.1
P0711,R071,Quintal do Cometa Selvagem,Pizza,pizza brotinho,1,47.1,2,45.1,5.18,3.26,50,4.1
P0712,R071,Quintal do Cometa Selvagem,Pizza,fatia de calabresa,1,54.14,0,54.14,6.45,6.03,55,3.3
P0713,R071,Quintal do Cometa Selvagem,Pizza,pizza brotinho,1,43.36,0,43.36,6.9,6.0,55,2.9
P0714,R071,Quintal do Cometa Selvagem,Pizza,pizza brotinho,1,52.12,0,54.12,7.29,7.03,39,3.8
P0715,R071,Quintal do Cometa Selvagem,Pizza,fatia de calabresa,4,64.45,0,261.8,6.2,5.33,114,3.3
P0716,R072,Recanto da Moqueca Nervoso,Pizza,pizza brotinho,1,45.6,2,45.1,4.04,6.54,40,4.2
P0717,R072,Recanto da Moqueca Nervoso,Pizza,fatia marguerita,4,44.13,0,178.52,4.43,5.19,47,3.8
P0718,R072,Recanto da Moqueca Nervoso,Pizza,fatia marguerita,2,37.66,5,70.32,4.54,3.39,42,3.5
P0719,R072,Recanto da Moqueca Nervoso,Pizza,pizza média,2,28.28,0,58.06,4.94,3.18,42,3.8
P0720,R072,Recanto da Moqueca Nervoso,Pizza,fatia marguerita,3,39.81,0,119.43,3.3,4.27,25,4.2
P0721,R072,Recanto da Moqueca Nervoso,Pizza,fatia marguerita,2,39.49,5,75.98,2.9,2.53,32,4.0
P0722,R072,Recanto da Moqueca Nervoso,Pizza,pizza média,1,43.22,5,40.22,5.19,6.06,37,3.4
P0723,R072,Recanto da Moqueca Nervoso,Pizza,pizza brotinho,2,43.23,0,86.46,4.11,5.56,31,4.6
P0724,R072,Recanto da Moqueca Nervoso,Pizza,fatia marguerita,2,26.35,3,49.7,4.29,7.11,32,3.4
P0725,R072,Recanto da Moqueca Nervoso,Pizza,pizza brotinho,4,40.54,5,161.16,4.43,6.53,46,3.7
P0726,R072,Recanto da Moqueca Nervoso,Pizza,fatia de calabresa,1,35.9,0,35.9,5.57,5.27,47,3.8
P0727,R072,Recanto da Moqueca Nervoso,Pizza,fatia marguerita,1,27.11,3,24.11,4.8,5.11,61,3.6
P0728,R073,Recanto do Javali Selvagem,Doces,brigadeiro,2,7.57,5,10.14,1.17,0.98,37,3.7
P0729,R073,Recanto do Javali Selvagem,Doces,cookie,1,9.31,2,7.31,4.05,5.94,29,3.7
P0730,R073,Recanto do Javali Selvagem,Doces,cookie,3,8.03,0,24.09,1.93,5.38,27,3.5
P0731,R073,Recanto do Javali Selvagem,Doces,bolo de pote,3,9.25,5,26.75,1.31,4.71,33,3.6
P0732,R073,Recanto do Javali Selvagem,Doces,brigadeiro,4,8.76,0,35.04,0.44,3.06,17,3.5
P0733,R073,Recanto do Javali Selvagem,Doces,pudim,1,7.11,3,4.11,2.5,2.56,13,3.8
P0734,R073,Recanto do Javali Selvagem,Doces,pudim,3,9.7,2,28.6,0.84,4.44,20,3.6
P0735,R073,Recanto do Javali Selvagem,Doces,cookie,4,6.77,3,25.58,2.37,7.46,36,3.5
P0736,R074,Recanto do Sumiço Bruto,Salgados,esfiha,3,29.02,3,86.06,0.56,11.79,30,3.8
P0737,R074,Recanto do Sumiço Bruto,Salgados,coxinha,1,46.91,5,41.91,1.57,10.62,24,3.7
P0738,R074,Recanto do Sumiço Bruto,Salgados,enroladinho,3,36.84,0,112.52,1.72,10.36,22,3.8
P0739,R074,Recanto do Sumiço Bruto,Salgados,kibe,4,46.9,3,186.1,2.67,11.0,30,3.4
P0740,R074,Recanto do Sumiço Bruto,Salgados,kibe,2,33.62,0,67.24,2.37,12.72,51,3.5
P0741,R074,Recanto do Sumiço Bruto,Salgados,enroladinho,4,48.97,3,195.88,3.79,11.8,46,4.0
P0742,R074,Recanto do Sumiço Bruto,Salgados,risole,2,28.71,0,57.42,2.21,11.34,40,4.3
P0743,R074,Recanto do Sumiço Bruto,Salgados,risole,1,48.96,0,48.96,4.64,13.56,49,4.0
P0744,R074,Recanto do Sumiço Bruto,Salgados,risole,3,48.82,2,144.46,2.94,12.41,55,3.9
P0745,R074,Recanto do Sumiço Bruto,Salgados,kibe,1,50.67,0,50.67,2.75,11.85,46,4.4
P0746,R075,Recanto do Tacho Dourado,Pizza,fatia de calabresa,1,27.62,3,27.62,2.08,14.9,15,4.4
P0747,R075,Recanto do Tacho Dourado,Pizza,fatia marguerita,1,21.89,5,18.39,1.05,10.5,20,4.2
P0748,R075,Recanto do Tacho Dourado,Pizza,fatia de calabresa,1,19.42,0,19.42,0.6,9.66,41,4.1
P0749,R075,Recanto do Tacho Dourado,Pizza,fatia marguerita,1,20.5,0,24.5,0.2,12.5,12,4.1
P0750,R075,Recanto do Tacho Dourado,Pizza,pizza média,1,24.09,0,28.09,0.41,10.48,22,3.7
P0751,R075,Recanto do Tacho Dourado,Pizza,pizza brotinho,3,20.07,0,62.21,1.64,12.06,15,4.2
P0752,R075,Recanto do Tacho Dourado,Pizza,fatia de calabresa,1,16.21,2,14.21,0.94,12.78,24,3.8
P0753,R075,Recanto do Tacho Dourado,Pizza,pizza média,5,22.96,2,115.8,1.47,11.37,21,4.2
P0754,R075,Recanto do Tacho Dourado,Pizza,fatia de calabresa,1,23.93,0,25.93,0.92,10.04,19,3.7
P0755,R075,Recanto do Tacho Dourado,Pizza,fatia marguerita,2,17.51,2,34.52,0.2,0.34,13,4.2
P0756,R075,Recanto do Tacho Dourado,Pizza,pizza média,5,26.82,0,136.1,0.2,11.74,22,4.3
P0757,R075,Recanto do Tacho Dourado,Pizza,fatia marguerita,1,26.83,0,26.83,0.2,10.03,11,4.6
P0758,R076,Recanto do X-Tudo Selvagem,Marmita,marmita P,2,45.06,0,92.12,7.16,5.75,42,3.3
P0759,R076,Recanto do X-Tudo Selvagem,Marmita,marmita P,1,55.53,5,53.53,4.07,6.01,32,4.1
P0760,R076,Recanto do X-Tudo Selvagem,Marmita,marmita P,2,55.12,0,110.24,4.98,0.72,44,4.4
P0761,R076,Recanto do X-Tudo Selvagem,Marmita,marmita fitness,4,64.45,5,252.8,5.24,7.18,62,3.3
P0762,R076,Recanto do X-Tudo Selvagem,Marmita,marmita fitness,4,60.37,0,241.48,4.18,6.51,47,3.4
P0763,R076,Recanto do X-Tudo Selvagem,Marmita,prato executivo,2,69.19,3,136.88,3.45,6.51,43,4.1
P0764,R076,Recanto do X-Tudo Selvagem,Marmita,marmita fitness,2,43.34,2,87.68,4.83,5.54,60,3.6
P0765,R076,Recanto do X-Tudo Selvagem,Marmita,prato executivo,2,49.22,5,93.44,5.27,8.09,39,3.7
P0766,R076,Recanto do X-Tudo Selvagem,Marmita,prato executivo,2,52.46,5,102.92,6.09,3.88,47,3.6
P0767,R076,Recanto do X-Tudo Selvagem,Marmita,marmita fitness,1,49.49,5,47.49,5.6,5.3,22,3.6
P0768,R076,Recanto do X-Tudo Selvagem,Marmita,prato executivo,1,66.49,0,175.96,6.6,7.34,51,3.7
P0769,R077,Sabor da Neblina Maroto,Doces,cookie,5,60.77,2,305.85,6.13,9.72,35,4.1
P0770,R077,Sabor da Neblina Maroto,Doces,cookie,2,42.1,5,79.2,3.21,9.23,20,4.0
P0771,R077,Sabor da Neblina Maroto,Doces,brigadeiro,1,61.74,2,62.74,3.15,11.42,31,3.5
P0772,R077,Sabor da Neblina Maroto,Doces,pudim,4,41.44,3,165.76,4.0,10.04,39,4.3
P0773,R077,Sabor da Neblina Maroto,Doces,pudim,3,69.43,0,208.29,4.96,11.39,31,3.7
P0774,R077,Sabor da Neblina Maroto,Doces,pudim,2,40.16,5,76.82,3.43,9.02,30,4.6
P0775,R077,Sabor da Neblina Maroto,Doces,cookie,1,56.34,0,58.34,3.99,10.62,30,4.6
P0776,R077,Sabor da Neblina Maroto,Doces,brigadeiro,4,62.64,3,251.56,4.53,10.06,47,3.5
P0777,R078,Sabor da Pimenta Elétrico,Japonesa,temaki,2,47.07,0,97.14,2.42,4.75,32,4.9
P0778,R078,Sabor da Pimenta Elétrico,Japonesa,yakisoba,1,48.61,0,52.61,4.3,5.64,36,4.0
P0779,R078,Sabor da Pimenta Elétrico,Japonesa,combo 12 peças,2,46.31,0,92.62,0.69,2.9,31,4.0
P0780,R078,Sabor da Pimenta Elétrico,Japonesa,temaki,2,40.22,0,80.44,2.53,4.0,26,3.5
P0781,R078,Sabor da Pimenta Elétrico,Japonesa,yakisoba,3,37.86,0,117.58,1.15,2.68,25,4.4
P0782,R078,Sabor da Pimenta Elétrico,Japonesa,yakisoba,1,28.27,3,28.27,1.21,3.45,42,4.2
P0783,R078,Sabor da Pimenta Elétrico,Japonesa,temaki,2,44.28,2,90.56,2.12,0.56,40,4.4
P0784,R078,Sabor da Pimenta Elétrico,Japonesa,hot roll,2,29.75,0,61.0,3.25,4.95,31,3.7
P0785,R079,Sabor do Caldinho Dourado,Açaí,vitamina,2,65.85,5,126.7,2.75,6.64,35,4.6
P0786,R079,Sabor do Caldinho Dourado,Açaí,açaí 300ml,5,62.32,0,313.6,1.29,7.9,33,4.0
P0787,R079,Sabor do Caldinho Dourado,Açaí,vitamina,4,41.54,3,163.16,4.05,9.77,39,3.5
P0788,R079,Sabor do Caldinho Dourado,Açaí,açaí 500ml,4,52.41,0,212.64,2.72,8.6,35,3.9
P0789,R079,Sabor do Caldinho Dourado,Açaí,açaí 500ml,1,54.02,5,52.02,2.87,7.56,38,4.0
P0790,R079,Sabor do Caldinho Dourado,Açaí,açaí 300ml,3,60.59,0,183.77,1.98,9.7,29,4.1
P0791,R079,Sabor do Caldinho Dourado,Açaí,açaí 300ml,3,46.38,3,138.14,4.67,10.57,38,4.0
P0792,R079,Sabor do Caldinho Dourado,Açaí,vitamina,4,55.83,5,222.32,3.93,7.45,32,4.5
P0793,R079,Sabor do Caldinho Dourado,Açaí,açaí 500ml,3,61.54,0,184.62,1.7,8.92,19,4.5
P0794,R079,Sabor do Caldinho Dourado,Açaí,açaí 300ml,4,65.29,0,261.16,2.26,10.14,24,4.8
P0795,R080,Sabor do Eclipse Solar,Pizza,fatia de calabresa,2,15.15,2,29.8,0.87,6.9,8,3.2
P0796,R080,Sabor do Eclipse Solar,Pizza,fatia marguerita,2,13.71,0,27.42,1.83,8.05,31,3.3
P0797,R080,Sabor do Eclipse Solar,Pizza,fatia marguerita,3,19.81,2,57.43,1.87,7.7,20,3.5
P0798,R080,Sabor do Eclipse Solar,Pizza,pizza brotinho,2,13.11,0,26.22,0.65,6.87,8,3.3
P0799,R080,Sabor do Eclipse Solar,Pizza,pizza brotinho,3,16.41,3,46.23,0.2,7.59,31,4.1
P0800,R080,Sabor do Eclipse Solar,Pizza,fatia marguerita,3,21.04,0,63.12,1.33,8.57,30,3.4
P0801,R080,Sabor do Eclipse Solar,Pizza,pizza média,1,20.28,2,18.28,0.2,8.56,14,3.8
P0802,R080,Sabor do Eclipse Solar,Pizza,fatia de calabresa,3,14.76,2,42.28,4.46,8.8,44,3.5
P0803,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,batata frita,2,66.76,2,135.52,3.73,11.42,38,3.3
P0804,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,batata frita,4,45.58,3,180.82,7.67,12.61,57,3.3
P0805,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,x-bacon,2,48.52,0,101.04,5.51,13.97,38,3.2
P0806,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,x-bacon,3,40.34,5,120.02,3.49,8.71,28,4.3
P0807,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,smash duplo,3,72.35,5,212.05,6.17,13.44,51,3.3
P0808,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,batata frita,5,70.97,2,352.85,5.57,12.17,45,3.0
P0809,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,x-bacon,1,71.89,0,71.89,3.12,10.57,26,3.8
P0810,R081,Sabor do Pato Lunar Sagrado,Hambúrguer,smash duplo,2,49.19,0,98.38,5.4,12.87,45,3.5
P0811,R082,Sabor do Pão de Alho Sagrado,Doces,bolo de pote,2,14.33,3,28.66,7.57,14.25,51,3.3
P0812,R082,Sabor do Pão de Alho Sagrado,Doces,brigadeiro,4,13.17,0,55.68,5.75,12.49,51,3.8
P0813,R082,Sabor do Pão de Alho Sagrado,Doces,bolo de pote,3,13.21,5,36.13,9.41,17.21,63,2.9
P0814,R082,Sabor do Pão de Alho Sagrado,Doces,bolo de pote,4,14.22,3,53.88,9.46,15.94,66,3.8
P0815,R082,Sabor do Pão de Alho Sagrado,Doces,brigadeiro,3,11.23,0,35.69,7.76,13.28,60,3.1
P0816,R082,Sabor do Pão de Alho Sagrado,Doces,brigadeiro,3,13.19,0,41.07,5.99,15.05,52,3.2
P0817,R082,Sabor do Pão de Alho Sagrado,Doces,cookie,1,18.71,3,15.71,7.88,13.2,39,3.8
P0818,R082,Sabor do Pão de Alho Sagrado,Doces,brigadeiro,2,13.76,0,27.52,5.76,12.15,56,3.8
P0819,R082,Sabor do Pão de Alho Sagrado,Doces,cookie,2,18.02,0,38.04,6.02,14.58,41,3.1
P0820,R082,Sabor do Pão de Alho Sagrado,Doces,pudim,3,11.33,5,31.99,5.18,13.11,45,3.9
P0821,R082,Sabor do Pão de Alho Sagrado,Doces,bolo de pote,1,11.69,2,13.69,4.99,14.41,31,3.7
P0822,R082,Sabor do Pão de Alho Sagrado,Doces,cookie,3,19.73,0,63.19,5.58,15.18,30,3.8
P0823,R083,Sabor do Pêndulo Secreto,Salgados,kibe,4,9.55,0,38.2,7.2,11.95,56,3.2
P0824,R083,Sabor do Pêndulo Secreto,Salgados,esfiha,1,10.67,2,8.67,7.23,9.69,47,3.4
P0825,R083,Sabor do Pêndulo Secreto,Salgados,kibe,2,10.53,0,25.06,7.62,12.17,67,3.1
P0826,R083,Sabor do Pêndulo Secreto,Salgados,esfiha,4,9.74,3,35.96,8.54,13.43,75,2.9
P0827,R083,Sabor do Pêndulo Secreto,Salgados,coxinha,5,11.13,3,56.65,7.56,13.4,52,3.6
P0828,R083,Sabor do Pêndulo Secreto,Salgados,kibe,4,9.4,0,40.6,6.48,14.31,44,3.3
P0829,R083,Sabor do Pêndulo Secreto,Salgados,risole,2,8.9,0,17.8,6.59,10.62,61,3.1
P0830,R083,Sabor do Pêndulo Secreto,Salgados,kibe,3,10.26,0,30.78,8.45,14.5,59,2.4
P0831,R083,Sabor do Pêndulo Secreto,Salgados,esfiha,3,6.95,3,21.85,5.81,11.19,45,3.2
P0832,R083,Sabor do Pêndulo Secreto,Salgados,enroladinho,2,9.1,0,18.2,9.06,13.36,74,3.2
P0833,R084,Taverna da Coxinha Bruto,Café,cappuccino,1,14.05,5,11.05,6.15,12.68,48,4.3
P0834,R084,Taverna da Coxinha Bruto,Café,pão de queijo,4,18.79,2,77.16,7.91,14.31,64,2.9
P0835,R084,Taverna da Coxinha Bruto,Café,cappuccino,1,16.48,5,15.48,7.49,15.3,49,3.2
P0836,R084,Taverna da Coxinha Bruto,Café,cappuccino,2,18.87,0,37.74,6.54,14.7,56,3.1
P0837,R084,Taverna da Coxinha Bruto,Café,pão de queijo,1,13.82,0,13.82,9.46,15.53,74,2.4
P0838,R084,Taverna da Coxinha Bruto,Café,cappuccino,2,15.34,0,32.68,6.83,13.57,48,3.3
P0839,R084,Taverna da Coxinha Bruto,Café,café coado,2,17.84,2,35.68,7.78,14.7,62,3.1
P0840,R084,Taverna da Coxinha Bruto,Café,café coado,3,14.23,0,42.69,7.22,14.65,45,3.6
P0841,R084,Taverna da Coxinha Bruto,Café,café coado,2,14.94,3,26.88,5.54,12.97,74,3.3
P0842,R084,Taverna da Coxinha Bruto,Café,cappuccino,4,16.94,3,64.76,7.72,13.5,64,3.2
P0843,R084,Taverna da Coxinha Bruto,Café,pão de queijo,4,11.14,2,45.56,7.14,13.5,42,3.6
P0844,R084,Taverna da Coxinha Bruto,Café,cappuccino,3,10.74,2,33.22,9.43,15.73,65,3.3
P0845,R085,Taverna da Lua Cheia Solar,Japonesa,hot roll,3,46.61,0,139.83,1.35,4.18,19,4.1
P0846,R085,Taverna da Lua Cheia Solar,Japonesa,temaki,3,50.22,2,148.66,1.8,5.16,33,3.4
P0847,R085,Taverna da Lua Cheia Solar,Japonesa,yakisoba,1,63.5,0,65.5,2.22,4.77,22,3.3
P0848,R085,Taverna da Lua Cheia Solar,Japonesa,yakisoba,3,44.29,0,136.87,1.53,5.78,31,3.4
P0849,R085,Taverna da Lua Cheia Solar,Japonesa,combo 12 peças,4,52.51,0,212.04,1.1,6.79,26,3.3
P0850,R085,Taverna da Lua Cheia Solar,Japonesa,hot roll,1,61.68,0,61.68,1.98,4.5,31,3.1
P0851,R085,Taverna da Lua Cheia Solar,Japonesa,temaki,2,54.73,0,110.96,2.41,5.74,31,3.9
P0852,R085,Taverna da Lua Cheia Solar,Japonesa,temaki,2,44.66,3,86.32,0.82,5.33,33,2.7
P0853,R085,Taverna da Lua Cheia Solar,Japonesa,temaki,1,36.11,3,33.11,0.32,2.68,15,3.4
P0854,R085,Taverna da Lua Cheia Solar,Japonesa,temaki,3,50.02,0,151.56,2.35,3.84,38,3.5
P0855,R085,Taverna da Lua Cheia Solar,Japonesa,hot roll,3,54.4,0,165.2,0.77,5.3,35,3.4
P0856,R085,Taverna da Lua Cheia Solar,Japonesa,temaki,2,45.56,0,91.12,3.02,7.4,31,3.6
P0857,R086,Taverna do Javali Honesto,Japonesa,combo 12 peças,3,52.72,0,161.16,8.08,13.07,58,3.6
P0858,R086,Taverna do Javali Honesto,Japonesa,combo 12 peças,1,44.15,0,44.15,11.09,14.75,64,3.3
P0859,R086,Taverna do Javali Honesto,Japonesa,yakisoba,3,58.13,2,172.39,9.2,12.58,68,2.7
P0860,R086,Taverna do Javali Honesto,Japonesa,temaki,5,56.12,3,277.6,6.68,13.61,58,3.8
P0861,R086,Taverna do Javali Honesto,Japonesa,hot roll,2,37.81,0,77.12,10.08,13.96,78,3.1
P0862,R086,Taverna do Javali Honesto,Japonesa,combo 12 peças,1,47.06,5,43.56,7.07,12.11,52,3.8
P0863,R086,Taverna do Javali Honesto,Japonesa,temaki,5,52.51,0,262.55,7.86,11.53,57,3.6
P0864,R086,Taverna do Javali Honesto,Japonesa,hot roll,2,40.49,0,80.98,9.16,12.74,69,4.1
P0865,R086,Taverna do Javali Honesto,Japonesa,combo 12 peças,3,53.26,3,158.28,8.43,12.44,54,3.4
P0866,R086,Taverna do Javali Honesto,Japonesa,combo 12 peças,1,63.2,0,64.7,9.78,13.17,66,3.6
P0867,R087,Taverna do Pastel Solar,Café,pão de queijo,2,55.03,3,107.06,9.71,10.46,73,2.8
P0868,R087,Taverna do Pastel Solar,Café,croissant,4,64.0,5,251.0,7.08,6.48,54,3.8
P0869,R087,Taverna do Pastel Solar,Café,croissant,3,42.97,0,130.91,9.13,6.73,76,3.0
P0870,R087,Taverna do Pastel Solar,Café,pão de queijo,2,62.57,2,126.14,8.13,8.08,65,2.9
P0871,R087,Taverna do Pastel Solar,Café,croissant,1,52.5,3,49.5,7.68,5.34,69,3.2
P0872,R087,Taverna do Pastel Solar,Café,café coado,1,62.69,0,66.69,7.15,5.77,61,3.2
P0873,R087,Taverna do Pastel Solar,Café,pão de queijo,1,36.43,0,36.43,7.64,9.9,38,3.2
P0874,R088,Taverna do Tacho Noturno,Marmita,marmita M,2,40.6,3,82.2,3.81,8.71,39,3.9
P0875,R088,Taverna do Tacho Noturno,Marmita,marmita fitness,3,39.13,5,112.39,0.92,6.73,15,2.2
P0876,R088,Taverna do Tacho Noturno,Marmita,marmita P,1,38.52,0,42.52,3.42,10.78,23,3.8
P0877,R088,Taverna do Tacho Noturno,Marmita,marmita fitness,3,29.93,3,90.79,5.02,10.47,91,3.7
P0878,R088,Taverna do Tacho Noturno,Marmita,marmita fitness,2,42.19,2,86.38,3.51,7.06,21,3.4
P0879,R088,Taverna do Tacho Noturno,Marmita,marmita P,1,30.03,0,30.03,1.12,9.98,15,3.9
P0880,R088,Taverna do Tacho Noturno,Marmita,marmita M,2,48.4,0,96.8,6.54,12.93,41,4.2
P0881,R088,Taverna do Tacho Noturno,Marmita,marmita M,3,28.04,0,87.12,6.37,8.38,46,3.7
P0882,R088,Taverna do Tacho Noturno,Marmita,marmita P,2,33.93,0,70.86,5.41,10.2,42,2.6
P0883,R088,Taverna do Tacho Noturno,Marmita,marmita P,4,42.37,2,167.48,4.24,9.26,27,4.0
P0884,R088,Taverna do Tacho Noturno,Marmita,prato executivo,1,44.47,0,45.97,2.97,10.63,43,3.6
P0885,R088,Taverna do Tacho Noturno,Marmita,marmita P,2,38.72,0,77.44,5.34,10.82,34,2.8
P0886,R089,Tempero da Fogueira Sincero,Açaí,vitamina,3,10.14,2,32.42,3.32,9.19,26,4.3
P0887,R089,Tempero da Fogueira Sincero,Açaí,açaí 300ml,3,10.05,5,26.65,3.63,12.1,26,4.2
P0888,R089,Tempero da Fogueira Sincero,Açaí,açaí 300ml,2,16.79,0,37.58,3.29,11.25,39,4.4
P0889,R089,Tempero da Fogueira Sincero,Açaí,açaí 300ml,2,10.62,5,16.24,4.91,12.43,50,4.0
P0890,R089,Tempero da Fogueira Sincero,Açaí,salada de frutas,1,9.63,2,11.63,3.8,10.31,57,3.4
P0891,R089,Tempero da Fogueira Sincero,Açaí,açaí 500ml,1,11.39,3,11.39,5.99,11.54,36,4.1
P0892,R089,Tempero da Fogueira Sincero,Açaí,açaí 500ml,5,15.0,3,72.0,3.62,11.46,41,3.6
P0893,R089,Tempero da Fogueira Sincero,Açaí,açaí 300ml,1,12.61,3,9.61,4.5,12.85,44,4.1
P0894,R089,Tempero da Fogueira Sincero,Açaí,vitamina,3,11.04,0,34.62,3.87,10.38,28,4.0
P0895,R089,Tempero da Fogueira Sincero,Açaí,salada de frutas,2,16.12,0,33.74,6.06,13.14,29,4.5
P0896,R089,Tempero da Fogueira Sincero,Açaí,vitamina,3,11.26,0,37.78,5.02,10.82,39,4.4
P0897,R090,Tempero do Pato Lunar Noturno,Japonesa,hot roll,2,47.47,5,89.94,2.85,13.88,31,4.8
P0898,R090,Tempero do Pato Lunar Noturno,Japonesa,combo 12 peças,4,58.96,0,237.84,3.27,9.73,29,4.7
P0899,R090,Tempero do Pato Lunar Noturno,Japonesa,temaki,2,59.09,0,119.68,5.53,11.82,38,4.6
P0900,R090,Tempero do Pato Lunar Noturno,Japonesa,temaki,4,51.26,0,209.04,4.8,12.03,48,4.3
P0901,R090,Tempero do Pato Lunar Noturno,Japonesa,combo 12 peças,1,49.48,0,50.98,2.64,10.95,35,4.5
P0902,R090,Tempero do Pato Lunar Noturno,Japonesa,combo 12 peças,3,58.16,5,169.48,4.55,10.68,47,4.0
P0903,R090,Tempero do Pato Lunar Noturno,Japonesa,combo 12 peças,1,48.38,0,52.38,3.24,12.08,29,4.3
P0904,R090,Tempero do Pato Lunar Noturno,Japonesa,temaki,3,37.91,0,117.73,4.72,10.36,24,5.0
P0905,R090,Tempero do Pato Lunar Noturno,Japonesa,hot roll,2,44.94,2,87.88,3.57,11.33,45,4.6
P0906,R090,Tempero do Pato Lunar Noturno,Japonesa,yakisoba,5,56.9,2,282.5,3.07,9.74,35,3.8
P0907,R090,Tempero do Pato Lunar Noturno,Japonesa,yakisoba,1,45.13,2,43.13,5.86,11.93,43,4.1
P0908,R091,Tempero do Pato Lunar Selvagem,Japonesa,temaki,4,16.22,0,64.88,2.42,6.92,30,3.8
P0909,R091,Tempero do Pato Lunar Selvagem,Japonesa,temaki,3,16.28,0,51.84,0.59,6.65,30,3.9
P0910,R091,Tempero do Pato Lunar Selvagem,Japonesa,temaki,1,11.46,0,11.46,0.88,4.33,29,4.1
P0911,R091,Tempero do Pato Lunar Selvagem,Japonesa,combo 12 peças,1,14.26,0,15.76,0.46,7.68,17,4.6
P0912,R091,Tempero do Pato Lunar Selvagem,Japonesa,yakisoba,2,15.03,5,27.06,3.12,5.41,17,3.9
P0913,R091,Tempero do Pato Lunar Selvagem,Japonesa,hot roll,1,14.51,0,16.51,1.4,4.12,20,4.9
P0914,R091,Tempero do Pato Lunar Selvagem,Japonesa,temaki,1,15.49,0,16.99,2.59,4.44,18,3.9
P0915,R091,Tempero do Pato Lunar Selvagem,Japonesa,hot roll,3,17.83,0,53.49,1.03,1.63,10,4.1
P0916,R092,Tempero do Pistache Crocrante,Salgados,risole,1,8.94,3,5.94,4.84,7.41,43,4.0
P0917,R092,Tempero do Pistache Crocrante,Salgados,esfiha,1,8.72,0,11.72,5.19,7.09,38,3.5
P0918,R092,Tempero do Pistache Crocrante,Salgados,coxinha,1,10.1,2,8.1,5.34,7.84,31,3.4
P0919,R092,Tempero do Pistache Crocrante,Salgados,enroladinho,1,7.52,3,6.52,5.0,10.24,57,3.1
P0920,R092,Tempero do Pistache Crocrante,Salgados,enroladinho,2,10.15,0,20.3,4.44,8.13,44,3.7
P0921,R092,Tempero do Pistache Crocrante,Salgados,esfiha,2,6.27,0,12.54,3.52,6.61,28,3.7
P0922,R092,Tempero do Pistache Crocrante,Salgados,risole,2,10.28,5,19.56,4.53,5.52,36,3.6
P0923,R092,Tempero do Pistache Crocrante,Salgados,esfiha,2,6.95,3,13.9,5.79,9.48,65,3.0
P0924,R092,Tempero do Pistache Crocrante,Salgados,kibe,2,8.86,0,17.72,2.52,9.11,29,4.0
P0925,R092,Tempero do Pistache Crocrante,Salgados,coxinha,5,8.61,5,40.05,4.91,7.2,56,2.8
P0926,R092,Tempero do Pistache Crocrante,Salgados,risole,3,7.36,0,25.08,4.36,6.95,56,3.4
P0927,R093,Tempero do Vapor Crocrante,Japonesa,yakisoba,2,50.57,3,98.14,5.01,9.33,43,3.8
P0928,R093,Tempero do Vapor Crocrante,Japonesa,combo 12 peças,1,40.05,3,41.05,4.6,11.78,57,3.5
P0929,R093,Tempero do Vapor Crocrante,Japonesa,combo 12 peças,1,62.85,0,66.85,4.99,10.19,40,3.2
P0930,R093,Tempero do Vapor Crocrante,Japonesa,hot roll,2,50.45,0,100.9,3.62,11.57,33,3.2
P0931,R093,Tempero do Vapor Crocrante,Japonesa,combo 12 peças,2,59.32,0,120.64,5.42,12.82,55,3.2
P0932,R093,Tempero do Vapor Crocrante,Japonesa,temaki,1,43.16,5,40.16,4.09,9.76,26,3.4
P0933,R093,Tempero do Vapor Crocrante,Japonesa,hot roll,1,47.94,0,49.94,2.3,10.52,36,3.4
P0934,R093,Tempero do Vapor Crocrante,Japonesa,hot roll,4,52.61,2,208.44,3.25,11.84,36,3.8
P0935,R094,Vila da Fogueira Maroto,Doces,cookie,2,49.75,2,97.5,9.62,12.32,59,3.0
P0936,R094,Vila da Fogueira Maroto,Doces,pudim,2,42.89,0,85.78,5.96,10.68,43,3.1
P0937,R094,Vila da Fogueira Maroto,Doces,pudim,2,37.01,3,71.02,8.99,9.25,58,3.3
P0938,R094,Vila da Fogueira Maroto,Doces,bolo de pote,2,49.22,0,100.44,9.13,10.46,56,3.3
P0939,R094,Vila da Fogueira Maroto,Doces,pudim,1,40.42,3,37.42,9.35,10.61,74,3.6
